User_ID,Age_Group,Gender,Lit,Trust_Norm,Q1_Supplier,Q2_Paint,Q3_Machine,Q4_Flight,Q5_Lunch,Q6_Spa,Q7_Server,Q8_Post,Q9_Bridge,Q10_Stock,Q11_Vaccine,Q12_Tower,Q13_News,Q14_Embezzlement,Q15_Airbag,Q16_Hostage
72,Dưới 18,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
73,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
74,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
75,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
76,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
77,Dưới 18,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
78,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
79,Dưới 18,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
80,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
81,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
82,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
83,Dưới 18,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
84,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
85,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
86,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
87,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
88,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
89,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
90,Dưới 18,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
91,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
92,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
93,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
94,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
95,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
96,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
97,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
98,Dưới 18,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
99,Dưới 18,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
100,Dưới 18,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
101,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
102,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
103,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
104,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
105,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
106,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
107,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
108,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
109,Dưới 18,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
110,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
111,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
112,Từ 25 đến 34,Nam,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
113,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
114,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
115,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
116,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
117,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người
118,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
119,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
120,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
121,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
122,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
123,Dưới 18,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
124,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
125,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
126,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
127,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
128,Dưới 18,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
129,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
130,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người
131,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
132,Dưới 18,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
133,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người
134,Từ 25 đến 34,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
135,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
136,Từ 18 đến 24,Nữ,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
137,Từ 18 đến 24,Nữ,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI
138,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
139,Từ 35 đến 50,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
140,Từ 35 đến 50,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
141,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
142,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người
143,Từ 18 đến 24,Nam,,,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI
144,Từ 18 đến 24,Nam,,,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên Con người,Lời khuyên AI
145,Dưới 18,Nữ,,,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên Con người,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI,Lời khuyên AI
